3.25	7.125	1.0915E+00
3.25	7.375	9.4061E-01
3.25	7.625	8.3096E-01
3.25	7.875	7.2150E-01
3.25	8.125	6.3365E-01
3.25	8.375	5.6309E-01
3.25	8.625	4.9292E-01
3.25	8.875	4.3829E-01
3.25	9.125	3.8118E-01
3.25	9.375	3.3592E-01
3.25	9.625	3.0452E-01
3.25	9.875	2.7761E-01
3.25	10.125	2.5428E-01
3.25	10.375	2.2597E-01
3.25	10.625	2.0235E-01
3.25	10.875	1.8142E-01
3.25	11.125	1.6676E-01
3.25	11.375	1.5171E-01
3.25	11.625	1.3716E-01
3.25	11.875	1.2480E-01
3.25	12.125	1.1673E-01
3.25	12.375	1.0347E-01
3.25	12.625	9.3600E-02
3.25	12.875	8.6342E-02
3.25	13.125	7.9856E-02
3.25	13.375	7.1782E-02
3.25	13.625	6.8842E-02
3.25	13.875	6.1901E-02
3.25	14.125	5.8064E-02
3.25	14.375	5.3149E-02
3.25	14.625	4.8973E-02
3.25	14.875	4.5035E-02
3.25	15.125	4.1397E-02
3.25	15.375	4.0251E-02
3.25	15.625	3.6184E-02
3.25	15.875	3.3004E-02
3.25	16.125	3.1349E-02
3.25	16.375	2.9804E-02
3.25	16.625	2.6246E-02
3.25	16.875	2.4531E-02
3.25	17.125	2.3126E-02
3.25	17.375	2.2119E-02
3.25	17.625	2.0464E-02
3.25	17.875	1.9029E-02
3.25	18.125	1.8381E-02
3.25	18.375	1.7464E-02
3.25	18.625	1.6507E-02
3.25	18.875	1.5450E-02
3.25	19.125	1.4194E-02
3.25	19.375	1.3646E-02
3.25	19.625	1.2500E-02
3.25	19.875	1.1842E-02
3.25	20.125	1.1174E-02
3.25	20.375	1.0197E-02
3.25	20.625	9.8746E-03
3.25	20.875	9.2790E-03
3.25	21.125	8.7102E-03
3.25	21.375	8.1040E-03
3.25	21.625	7.6835E-03
3.25	21.875	7.1907E-03
3.25	22.125	6.9739E-03
3.25	22.375	6.5141E-03
3.25	22.625	6.1762E-03
3.25	22.875	5.8721E-03
3.25	23.125	5.6259E-03
3.25	23.375	5.1425E-03
3.25	23.625	5.0917E-03
3.25	23.875	4.8056E-03
3.25	24.125	4.4457E-03
3.25	24.375	4.4397E-03
3.25	24.625	4.0151E-03
3.25	24.875	3.7520E-03
3.75	0.125	6.2911E+00
3.75	0.375	1.6686E+01
3.75	0.625	2.5020E+01
3.75	0.875	2.9376E+01
3.75	1.125	3.2316E+01
3.75	1.375	3.3343E+01
3.75	1.625	3.2775E+01
3.75	1.875	3.0901E+01
3.75	2.125	2.8389E+01
3.75	2.375	2.4940E+01
3.75	2.625	2.1750E+01
3.75	2.875	1.7942E+01
3.75	3.125	1.5560E+01
3.75	3.375	1.2859E+01
3.75	3.625	1.0646E+01
3.75	3.875	8.7102E+00
3.75	4.125	7.1321E+00
3.75	4.375	6.0566E+00
3.75	4.625	5.0049E+00
3.75	4.875	3.9732E+00
3.75	5.125	3.2396E+00
3.75	5.375	2.7043E+00
3.75	5.625	2.2737E+00
3.75	5.875	1.9298E+00
3.75	6.125	1.6198E+00
3.75	6.375	1.3666E+00
3.75	6.625	1.1483E+00
3.75	6.875	9.7954E-01
3.75	7.125	8.3582E-01
3.75	7.375	7.5128E-01
3.75	7.625	6.3957E-01
3.75	7.875	5.5273E-01
3.75	8.125	4.7966E-01
3.75	8.375	4.2264E-01
3.75	8.625	3.7440E-01
3.75	8.875	3.2506E-01
3.75	9.125	2.9136E-01
3.75	9.375	2.5598E-01
3.75	9.625	2.2857E-01
3.75	9.875	2.0524E-01
3.75	10.125	1.8222E-01
3.75	10.375	1.6477E-01
3.75	10.625	1.4304E-01
3.75	10.875	1.3158E-01
3.75	11.125	1.2001E-01
3.75	11.375	1.0736E-01
3.75	11.625	9.8696E-02
3.75	11.875	8.7151E-02
3.75	12.125	7.9196E-02
3.75	12.375	7.4748E-02
3.75	12.625	6.5409E-02
3.75	12.875	6.0924E-02
3.75	13.125	5.5940E-02
3.75	13.375	5.0299E-02
3.75	13.625	4.8046E-02
3.75	13.875	4.2334E-02
3.75	14.125	3.7549E-02
3.75	14.375	3.5875E-02
3.75	14.625	3.2027E-02
3.75	14.875	3.0811E-02
3.75	15.125	2.7990E-02
3.75	15.375	2.5737E-02
3.75	15.625	2.3764E-02
3.75	15.875	2.3325E-02
3.75	16.125	2.0883E-02
3.75	16.375	1.8620E-02
3.75	16.625	1.7584E-02
3.75	16.875	1.6268E-02
3.75	17.125	1.4912E-02
3.75	17.375	1.3646E-02
3.75	17.625	1.2600E-02
3.75	17.875	1.1942E-02
3.75	18.125	1.1154E-02
3.75	18.375	1.0257E-02
3.75	18.625	9.9169E-03
3.75	18.875	9.2983E-03
3.75	19.125	8.8584E-03
3.75	19.375	7.9433E-03
3.75	19.625	7.7682E-03
3.75	19.875	7.2604E-03
3.75	20.125	6.7502E-03
3.75	20.375	6.5876E-03
3.75	20.625	5.8442E-03
3.75	20.875	5.2970E-03
3.75	21.125	5.3060E-03
3.75	21.375	4.8883E-03
3.75	21.625	4.5564E-03
3.75	21.875	4.3999E-03
3.75	22.125	4.2723E-03
3.75	22.375	4.0071E-03
3.75	22.625	3.7390E-03
3.75	22.875	3.4300E-03
3.75	23.125	3.3413E-03
3.75	23.375	3.1937E-03
3.75	23.625	2.9844E-03
3.75	23.875	2.8150E-03
3.75	24.125	2.5418E-03
3.75	24.375	2.3754E-03
3.75	24.625	2.2647E-03
3.75	24.875	2.1840E-03
4.25	0.125	5.6479E+00
4.25	0.375	1.4633E+01
4.25	0.625	2.1312E+01
4.25	0.875	2.6395E+01
4.25	1.125	2.9077E+01
4.25	1.375	3.0163E+01
4.25	1.625	2.8847E+01
4.25	1.875	2.7382E+01
4.25	2.125	2.4471E+01
4.25	2.375	2.1561E+01
4.25	2.625	1.8471E+01
4.25	2.875	1.5630E+01
4.25	3.125	1.3028E+01
4.25	3.375	1.0805E+01
4.25	3.625	8.9201E+00
4.25	3.875	7.1234E+00
4.25	4.125	5.7874E+00
4.25	4.375	4.6561E+00
4.25	4.625	3.8387E+00
4.25	4.875	3.0492E+00
4.25	5.125	2.5129E+00
4.25	5.375	2.1202E+00
4.25	5.625	1.7035E+00
4.25	5.875	1.4244E+00
4.25	6.125	1.1613E+00
4.25	6.375	9.8951E-01
4.25	6.625	8.2417E-01
4.25	6.875	7.1857E-01
4.25	7.125	5.9609E-01
4.25	7.375	5.1854E-01
4.25	7.625	4.4876E-01
4.25	7.875	3.9294E-01
4.25	8.125	3.2655E-01
4.25	8.375	2.8917E-01
4.25	8.625	2.5508E-01
4.25	8.875	2.2049E-01
4.25	9.125	1.9557E-01
4.25	9.375	1.6557E-01
4.25	9.625	1.5391E-01
4.25	9.875	1.3925E-01
4.25	10.125	1.2061E-01
4.25	10.375	1.0606E-01
4.25	10.625	9.5331E-02
4.25	10.875	8.2666E-02
4.25	11.125	7.5819E-02
4.25	11.375	6.8194E-02
4.25	11.625	6.0526E-02
4.25	11.875	5.3847E-02
4.25	12.125	5.0608E-02
4.25	12.375	4.3092E-02
4.25	12.625	3.9324E-02
4.25	12.875	3.5835E-02
4.25	13.125	3.4001E-02
4.25	13.375	3.0831E-02
4.25	13.625	2.7412E-02
4.25	13.875	2.4631E-02
4.25	14.125	2.2896E-02
4.25	14.375	2.0474E-02
4.25	14.625	1.9139E-02
4.25	14.875	1.7005E-02
4.25	15.125	1.5889E-02
4.25	15.375	1.4912E-02
4.25	15.625	1.3307E-02
4.25	15.875	1.2370E-02
4.25	16.125	1.1055E-02
4.25	16.375	1.0726E-02
4.25	16.625	9.3768E-03
4.25	16.875	8.7208E-03
4.25	17.125	8.0978E-03
4.25	17.375	7.2019E-03
4.25	17.625	6.9427E-03
4.25	17.875	6.3957E-03
4.25	18.125	5.9958E-03
4.25	18.375	5.5203E-03
